rainfall start,HydRun start,HIP end,HydRun end,multipeak tag,HydRun detect?
5/8/16 7:45,5/8/16 8:45,5/9/16 11:15,5/10/16 11:00,,
5/14/16 19:45,5/14/16 19:00,5/16/16 14:45,5/17/16 3:15,,
5/29/16 15:45,5/29/16 15:00,5/30/16 10:00,5/31/16 12:30,,
6/5/16 10:45,6/5/16 10:30,6/6/16 17:30,6/7/16 11:45,,
6/28/16 15:30,6/28/16 14:30,6/29/16 13:30,6/30/16 8:45,,manual
7/14/16 14:30,7/14/16 14:15,7/15/16 11:45,7/16/16 2:00,,
7/18/16 11:15,7/18/16 10:00,7/19/16 2:30,7/19/16 18:30,,
7/22/16 21:30,7/22/16 23:00,7/24/16 21:45,7/25/16 2:00,MP,manual
8/12/16 7:00,8/12/16 14:00,8/15/16 8:00,8/15/16 17:15,MP,
8/16/16 14:15,8/16/16 18:45,8/18/16 13:30,8/19/16 1:00,,
8/21/16 16:45,8/21/16 16:15,8/22/16 22:00,8/23/16 17:00,,
8/28/16 15:30,8/28/16 15:00,8/29/16 16:15,8/30/16 19:15,,
8/31/16 4:00,8/31/16 10:45,9/1/16 19:15,9/2/16 12:15,,
9/8/16 17:30,9/9/16 3:45,9/9/16 23:00,9/10/16 5:00,,
9/11/16 3:45,9/11/16 2:45,9/12/16 2:00,9/12/16 12:15,,
9/19/16 4:15,9/19/16 4:45,9/20/16 6:00,9/20/16 18:45,,
9/23/16 2:15,9/23/16 7:30,9/24/16 13:15,9/25/16 10:30,,
10/20/16 15:00,10/20/16 18:45,10/24/16 4:00,10/25/16 17:30,MP,
10/27/16 16:15,10/27/16 22:15,10/31/16 3:15,11/1/16 5:45,,
11/3/16 8:30,11/3/16 8:15,11/5/16 7:30,11/6/16 0:00,MP,manual
11/15/16 21:15,11/16/16 7:00,11/18/16 1:15,11/18/16 11:15,,
11/20/16 7:45,11/20/16 9:30,11/21/16 20:00,11/22/16 22:15,,manual
11/24/16 22:45,11/25/16 5:45,11/27/16 18:00,11/28/16 22:15,MP,manual
NaN,4/15/17 19:30,4/17/17 23:45,4/18/17 20:00,MP,
NaN,4/19/17 15:15,4/22/17 14:45,4/24/17 10:30,MP,
NaN,4/25/17 17:45,4/27/17 11:15,4/29/17 2:00,,
4/30/17 20:00,5/1/17 2:00,5/3/17 6:45,5/4/17 8:30,MP,
5/4/17 23:30,5/5/17 4:00,5/6/17 23:15,5/7/17 7:30,,
5/7/17 2:15,5/7/17 7:45,5/8/17 16:30,5/10/17 2:15,,
5/14/17 1:45,5/14/17 5:30,5/16/17 15:15,5/17/17 10:30,,manual
5/21/17 23:45,5/22/17 0:45,5/23/17 17:15,5/24/17 18:00,MP,
5/25/17 16:30,5/26/17 4:00,5/27/17 17:15,5/28/17 4:30,,
5/29/17 12:45,5/29/17 11:15,6/1/17 4:00,6/1/17 17:00,,
6/2/17 21:00,6/3/17 11:30,6/4/17 19:15,6/5/17 0:15,,
6/5/17 16:30,6/5/17 16:00,6/8/17 9:15,6/9/17 20:45,,
6/16/17 3:30,6/16/17 2:00,6/17/17 16:00,6/18/17 9:30,,
6/18/17 23:30,6/19/17 10:30,6/21/17 16:45,6/22/17 0:30,MP,
6/23/17 2:00,6/23/17 2:30,6/24/17 18:30,6/25/17 15:30,,
6/25/17 15:30,6/25/17 15:45,6/26/17 16:30,6/27/17 9:15,,
6/27/17 14:15,6/27/17 14:00,6/28/17 16:15,6/28/17 22:15,,
6/29/17 13:15,6/29/17 18:15,6/30/17 22:30,7/1/17 16:30,MP,manual
7/1/17 12:15,7/1/17 20:45,7/2/17 18:15,7/3/17 5:15,,manual
7/7/17 17:30,7/8/17 7:30,7/9/17 16:00,7/9/17 23:30,MP,manual
7/10/17 3:00,7/9/17 23:45,7/11/17 1:00,7/11/17 5:30,,manual
7/11/17 5:15,7/11/17 5:45,7/13/17 2:45,7/13/17 9:30,MP,manual
7/13/17 9:30,7/13/17 18:00,7/14/17 3:45,7/14/17 6:30,,
7/14/17 13:00,7/14/17 13:00,7/16/17 4:15,7/16/17 16:45,MP,
7/16/17 22:00,7/17/17 1:00,7/18/17 15:45,7/19/17 11:15,MP,
7/20/17 16:45,7/20/17 16:45,7/21/17 2:00,7/21/17 5:15,,
7/24/17 9:15,7/24/17 9:15,7/26/17 8:15,7/27/17 7:00,,manual
8/5/17 11:00,8/5/17 9:15,8/6/17 11:00,8/7/17 11:30,,
8/12/17 8:30,8/12/17 12:15,8/13/17 19:00,8/14/17 12:30,,manual
8/15/17 14:30,8/15/17 14:00,8/16/17 8:30,8/17/17 0:45,,
8/18/17 5:45,8/17/17 19:30,8/20/17 6:00,8/21/17 10:30,MP,
8/22/17 16:00,8/22/17 15:15,8/24/17 9:45,8/24/17 21:45,,manual
NaN,9/3/17 8:00,9/5/17 0:30,9/5/17 11:30,,manual
NaN,9/5/17 11:45,9/6/17 12:15,9/7/17 1:15,,manual
NaN,9/7/17 1:30,9/9/17 4:15,9/10/17 10:00,,manual
10/4/17 20:45,10/5/17 15:00,10/6/17 1:15,10/6/17 7:45,,manual
10/9/17 7:15,10/9/17 10:45,10/10/17 17:45,10/11/17 11:15,,manual
10/26/17 3:00,10/26/17 14:00,10/28/17 7:00,10/29/17 4:15,,manual
10/29/17 17:30,10/30/17 1:00,10/31/17 9:15,10/31/17 23:00,,
11/3/17 6:45,11/3/17 6:15,11/4/17 7:15,11/5/17 4:45,,manual
11/5/17 19:15,11/5/17 22:30,11/7/17 11:00,11/8/17 7:45,,
11/18/17 22:00,11/19/17 3:00,11/20/17 8:45,11/21/17 0:00,,
11/22/17 9:45,11/22/17 9:45,11/23/17 10:45,11/23/17 12:00,,
11/25/17 13:15,11/25/17 22:15,11/27/17 4:30,11/28/17 2:30,,
11/28/17 12:45,11/28/17 8:00,12/2/17 11:30,12/3/17 18:30,MP,
3/29/18 18:30,3/29/18 11:30,3/30/18 21:00,3/31/18 11:00,,
4/3/18 21:15,4/4/18 2:30,4/5/18 1:00,4/5/18 8:45,,
4/12/18 17:00,4/12/18 18:15,4/13/18 15:15,4/13/18 21:15,,manual
4/13/18 20:00,4/13/18 21:30,4/14/18 22:00,4/15/18 15:30,,manual
4/16/18 9:15,4/16/18 6:00,4/17/18 12:45,4/18/18 13:30,,manual
4/20/18 8:30,4/20/18 14:45,4/21/18 7:15,4/21/18 12:15,,
4/25/18 6:00,4/25/18 14:00,4/27/18 4:30,4/28/18 1:15,MP,
4/28/18 23:30,4/29/18 7:30,5/1/18 2:45,5/1/18 14:45,,
5/3/18 9:30,5/3/18 8:45,5/4/18 11:30,5/4/18 18:45,,manual
5/4/18 19:00,5/4/18 19:00,5/5/18 9:30,5/6/18 3:15,,manual
5/15/18 9:00,5/15/18 9:00,5/16/18 13:15,5/17/18 5:45,,
5/19/18 19:30,5/20/18 6:30,5/21/18 11:15,5/22/18 6:15,,
5/25/18 22:00,5/26/18 7:30,5/27/18 23:30,5/29/18 22:00,,
7/1/18 0:00,6/30/18 21:30,7/2/18 11:15,7/3/18 7:30,MP,
7/25/18 20:15,7/25/18 19:00,7/27/18 5:00,7/28/18 0:30,MP,
8/8/18 20:30,8/8/18 19:15,8/9/18 17:45,8/10/18 11:45,,
10/2/18 2:30,10/2/18 13:45,10/4/18 4:15,10/4/18 13:45,,
10/11/18 5:30,10/11/18 10:00,10/13/18 6:30,10/13/18 16:30,,
10/27/18 16:15,10/27/18 22:00,10/29/18 22:15,10/30/18 5:00,,manual
11/1/18 12:15,11/1/18 18:45,11/4/18 18:45,11/5/18 13:15,MP,manual
11/6/18 12:45,11/6/18 16:00,11/7/18 19:15,11/8/18 15:45,,
11/9/18 17:15,11/9/18 22:45,11/11/18 12:00,11/12/18 9:45,,
11/13/18 2:30,11/13/18 10:15,11/14/18 11:15,11/15/18 2:30,,
11/25/18 5:00,11/25/18 6:30,11/27/18 23:15,11/29/18 9:30,MP,
